Mã đặt hàng,Mã hóa đơn,Mã vận đơn,Địa chỉ lấy hàng,Thời gian,Thời gian tạo,Mã khách hàng,Tên khách hàng,Điện thoại,Địa chỉ (Khách hàng),Khu vực (Khách hàng),Phường/Xã (Khách hàng),Người nhận đặt,Kênh bán,Người tạo,Đối tác giao hàng,Người nhận,Điện thoại (Người nhận),Địa chỉ (Người nhận),Khu vực (Người nhận),Phường/Xã (Người nhận),Dịch vụ,Trọng lượng (gram),Dài,Rộng,Cao,Phí trả ĐTGH (trả ĐT),Ghi chú,Tổng tiền hàng,Giảm giá phiếu đặt,Khách cần trả,Khách đã trả,Tiền mặt,Thẻ,Chuyển khoản,Ví,ĐVT,Điểm,Thời gian giao hàng,Trạng thái,Mã hàng,Mã vạch,Tên hàng,Thương hiệu,Ghi chú hàng hóa,Số lượng,Đơn giá,Giảm giá %,Giảm giá,Giá bán,Thành tiền
DHIP00178,,,,2026-03-30 10:46:00,,sdv-id-gHzMHJ,Kevin Baker,413.526.0446x82412,,,,,Zalo,Kevin Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,3,121086,,,121086,363258
DHIP00178,,,,2026-03-30 10:46:00,,sdv-id-gHzMHJ,Kevin Baker,413.526.0446x82412,,,,,Zalo,Kevin Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-vJtreC,,Trà Lifebuoy với,,,1,159923,,,159923,159923
DHIP00179,,,,2026-03-30 21:27:00,,sdv-id-BZjRsn,Jesus Jones,830-281-6854x61931,,,,,Zalo,Donna Freeman,,,,,,,,,,,,,,882037.0,,882037.0,882037.0,,,882037.0,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,2,121086,,,121086,242172
DHIP00179,,,,2026-03-30 21:27:00,,sdv-id-BZjRsn,Jesus Jones,830-281-6854x61931,,,,,Zalo,Donna Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-Trmtqu,,Trà Lifebuoy như,,,1,102550,,,102550,102550
DHIP00179,,,,2026-03-30 21:27:00,,sdv-id-BZjRsn,Jesus Jones,830-281-6854x61931,,,,,Facebook,Donna Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-AkPaOP,,Bột Mì Lifebuoy vì,,,1,33498,,,33498,33498
DHIP00179,,,,2026-03-30 21:27:00,,sdv-id-BZjRsn,Jesus Jones,830-281-6854x61931,,,,,Facebook,Donna Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-cntNYj,,Hạt Nêm Vinamilk hơn,,,1,24048,,,24048,24048
DHIP00179,,,,2026-03-30 21:27:00,,sdv-id-BZjRsn,Jesus Jones,830-281-6854x61931,,,,,Facebook,Donna Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-vJtreC,,Trà Lifebuoy với,,,3,159923,,,159923,479769
DHIP00180,,,,2026-03-30 17:23:00,,sdv-id-IoAGpk,Scott Ramos,872-211-7151x873,,,,,Zalo,Nicholas Martinez,,,,,,,,,,,,,,440599.0,,440599.0,440599.0,440599.0,,,,,,,Hoàn thành,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,2,19835,,,19835,39670
DHIP00180,,,,2026-03-30 17:23:00,,sdv-id-IoAGpk,Scott Ramos,872-211-7151x873,,,,,Facebook,Nicholas Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-VygenO,,Tương Ớt TH True Milk của,,,1,3295,,,3295,3295
DHIP00180,,,,2026-03-30 17:23:00,,sdv-id-IoAGpk,Scott Ramos,872-211-7151x873,,,,,Zalo,Nicholas Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-HKnmrL,,Chén Bát Nhân Chinsu chỉ,,,2,198817,,,198817,397634
DHIP00181,,,,2026-03-30 18:06:00,,sdv-id-tTmvUn,Timothy Gaines,676-350-4168x4551,,,,,Zalo,Michael Reeves,,,,,,,,,,,,,,121086.0,,121086.0,0.0,,,,,,,,Phiếu tạm,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,1,121086,,,121086,121086
DHIP00182,,,,2026-03-30 10:33:00,,sdv-id-znQdQY,Dustin Adams,001-538-768-4841x9185,,,,,Zalo,Linda Herrera,,,,,,,,,,,,,,226038.0,,226038.0,226038.0,,,226038.0,,,,,Hoàn thành,sdv-id-cntNYj,,Hạt Nêm Vinamilk hơn,,,3,24048,,,24048,72144
DHIP00182,,,,2026-03-30 10:33:00,,sdv-id-znQdQY,Dustin Adams,001-538-768-4841x9185,,,,,Facebook,Linda Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-VygenO,,Tương Ớt TH True Milk của,,,1,3295,,,3295,3295
DHIP00182,,,,2026-03-30 10:33:00,,sdv-id-znQdQY,Dustin Adams,001-538-768-4841x9185,,,,,Zalo,Linda Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-OQbPGq,,Tương Ớt TH True Milk đó,,,2,4839,,,4839,9678
DHIP00182,,,,2026-03-30 10:33:00,,sdv-id-znQdQY,Dustin Adams,001-538-768-4841x9185,,,,,Zalo,Linda Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,1,121086,,,121086,121086
DHIP00182,,,,2026-03-30 10:33:00,,sdv-id-znQdQY,Dustin Adams,001-538-768-4841x9185,,,,,Zalo,Linda Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,1,19835,,,19835,19835
DHIP00183,,,,2026-03-31 21:21:00,,sdv-id-FHirVE,Patricia Nelson,287-658-3189x2372,,,,,Zalo,Fred Gordon,,,,,,,,,,,,,,75390.0,,75390.0,75390.0,75390.0,,,,,,,Hoàn thành,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,3,19835,,,19835,59505
DHIP00183,,,,2026-03-31 21:21:00,,sdv-id-FHirVE,Patricia Nelson,287-658-3189x2372,,,,,Zalo,Fred Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-uABipt,,Kẹo Cứng Coca-Cola thì,,,1,15885,,,15885,15885
DHIP00184,,,,2026-03-31 14:24:00,,sdv-id-gcOqpn,Shawn Meyer,+1-717-214-7065x6245,,,,,Zalo,Aaron Villanueva,,,,,,,,,,,,,,643451.0,,643451.0,643451.0,,,643451.0,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,2,121086,,,121086,242172
DHIP00184,,,,2026-03-31 14:24:00,,sdv-id-gcOqpn,Shawn Meyer,+1-717-214-7065x6245,,,,,Zalo,Aaron Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,3,19835,,,19835,59505
DHIP00184,,,,2026-03-31 14:24:00,,sdv-id-gcOqpn,Shawn Meyer,+1-717-214-7065x6245,,,,,Zalo,Aaron Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-cntNYj,,Hạt Nêm Vinamilk hơn,,,1,24048,,,24048,24048
DHIP00184,,,,2026-03-31 14:24:00,,sdv-id-gcOqpn,Shawn Meyer,+1-717-214-7065x6245,,,,,Zalo,Aaron Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-RAZwPU,,Phở Khô Chinsu của,,,1,8220,,,8220,8220
DHIP00184,,,,2026-03-31 14:24:00,,sdv-id-gcOqpn,Shawn Meyer,+1-717-214-7065x6245,,,,,Zalo,Aaron Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-yULSlv,,Hạt Nêm Coca-Cola rất,,,1,309506,,,309506,309506
DHIP00185,,,,2026-03-31 10:13:00,,sdv-id-gcOqpn,Shawn Meyer,+1-717-214-7065x6245,,,,,Facebook,Linda Herrera,,,,,,,,,,,,,,421992.0,,421992.0,421992.0,,,421992.0,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,3,121086,,,121086,363258
DHIP00185,,,,2026-03-31 10:13:00,,sdv-id-gcOqpn,Shawn Meyer,+1-717-214-7065x6245,,,,,Facebook,Linda Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-TbyWYp,,Sữa Tươi Omo gần,,,3,19578,,,19578,58734
DHIP00186,,,,2026-03-31 11:35:00,,sdv-id-iQeUBW,Andre Weber,431.947.4039,,,,,Facebook,Nicholas Martinez,,,,,,,,,,,,,,159923.0,,159923.0,159923.0,,,159923.0,,,,,Hoàn thành,sdv-id-vJtreC,,Trà Lifebuoy với,,,1,159923,,,159923,159923
DHIP00187,,,,2026-03-31 15:55:00,,sdv-id-YIUWSA,Christine Mcintosh,675-675-1478x884,,,,,Zalo,Susan Fox,,,,,,,,,,,,,,590177.0,,590177.0,590177.0,,,590177.0,,,,,Hoàn thành,sdv-id-vJtreC,,Trà Lifebuoy với,,,1,159923,,,159923,159923
DHIP00187,,,,2026-03-31 15:55:00,,sdv-id-YIUWSA,Christine Mcintosh,675-675-1478x884,,,,,Zalo,Susan Fox,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,3,121086,,,121086,363258
DHIP00187,,,,2026-03-31 15:55:00,,sdv-id-YIUWSA,Christine Mcintosh,675-675-1478x884,,,,,Facebook,Susan Fox,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-AkPaOP,,Bột Mì Lifebuoy vì,,,2,33498,,,33498,66996
DHIP00188,,,,2026-03-31 08:22:00,,sdv-id-pvzbSg,Patrick Robinson,+1-426-974-5823x8194,,,,,Zalo,Melissa Zhang,,,,,,,,,,,,,,1653906.0,,1653906.0,1653906.0,,,1653906.0,,,,,Hoàn thành,sdv-id-vJtreC,,Trà Lifebuoy với,,,1,159923,,,159923,159923
DHIP00188,,,,2026-03-31 08:22:00,,sdv-id-pvzbSg,Patrick Robinson,+1-426-974-5823x8194,,,,,Facebook,Melissa Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-yULSlv,,Hạt Nêm Coca-Cola rất,,,2,309506,,,309506,619012
DHIP00188,,,,2026-03-31 08:22:00,,sdv-id-pvzbSg,Patrick Robinson,+1-426-974-5823x8194,,,,,Facebook,Melissa Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,1,121086,,,121086,121086
DHIP00188,,,,2026-03-31 08:22:00,,sdv-id-pvzbSg,Patrick Robinson,+1-426-974-5823x8194,,,,,Zalo,Melissa Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-FPUoVi,,Kẹo Cứng Lifebuoy mỗi,,,2,347190,,,347190,694380
DHIP00188,,,,2026-03-31 08:22:00,,sdv-id-pvzbSg,Patrick Robinson,+1-426-974-5823x8194,,,,,Zalo,Melissa Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,3,19835,,,19835,59505
DHIP00189,,,,2026-03-31 14:55:00,,sdv-id-pvzbSg,Patrick Robinson,+1-426-974-5823x8194,,,,,Facebook,Aaron Villanueva,,,,,,,,,,,,,,387488.0,,387488.0,0.0,,,,,,,,Đang giao hàng,sdv-id-YHxbeV,,Nước Lau Sàn Omo nơi,,,1,195015,,,195015,195015
DHIP00189,,,,2026-03-31 14:55:00,,sdv-id-pvzbSg,Patrick Robinson,+1-426-974-5823x8194,,,,,Zalo,Aaron Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-cntNYj,,Hạt Nêm Vinamilk hơn,,,3,24048,,,24048,72144
DHIP00189,,,,2026-03-31 14:55:00,,sdv-id-pvzbSg,Patrick Robinson,+1-426-974-5823x8194,,,,,Facebook,Aaron Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,1,19835,,,19835,19835
DHIP00189,,,,2026-03-31 14:55:00,,sdv-id-pvzbSg,Patrick Robinson,+1-426-974-5823x8194,,,,,Facebook,Aaron Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-AkPaOP,,Bột Mì Lifebuoy vì,,,3,33498,,,33498,100494
DHIP00190,,,,2026-03-31 11:01:00,,sdv-id-hegSMu,Shawn Rose,+1-311-770-5691,,,,,Zalo,Michael Reeves,,,,,,,,,,,,,,761156.0,,761156.0,761156.0,,,761156.0,,,,,Hoàn thành,sdv-id-vJtreC,,Trà Lifebuoy với,,,1,159923,,,159923,159923
DHIP00190,,,,2026-03-31 11:01:00,,sdv-id-hegSMu,Shawn Rose,+1-311-770-5691,,,,,Zalo,Michael Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,2,19835,,,19835,39670
DHIP00190,,,,2026-03-31 11:01:00,,sdv-id-hegSMu,Shawn Rose,+1-311-770-5691,,,,,Facebook,Michael Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-yULSlv,,Hạt Nêm Coca-Cola rất,,,1,309506,,,309506,309506
DHIP00190,,,,2026-03-31 11:01:00,,sdv-id-hegSMu,Shawn Rose,+1-311-770-5691,,,,,Zalo,Michael Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,2,121086,,,121086,242172
DHIP00190,,,,2026-03-31 11:01:00,,sdv-id-hegSMu,Shawn Rose,+1-311-770-5691,,,,,Zalo,Michael Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-VygenO,,Tương Ớt TH True Milk của,,,3,3295,,,3295,9885
DHIP00191,,,,2026-03-31 09:47:00,,sdv-id-AHfnOW,Angie Brown,+1-251-296-2277,,,,,Zalo,Susan Fox,,,,,,,,,,,,,,48039.0,,48039.0,48039.0,48039.0,,,,,,,Hoàn thành,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,1,19835,,,19835,19835
DHIP00191,,,,2026-03-31 09:47:00,,sdv-id-AHfnOW,Angie Brown,+1-251-296-2277,,,,,Zalo,Susan Fox,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YuMpWa,,Bia Omo với,,,2,4313,,,4313,8626
DHIP00191,,,,2026-03-31 09:47:00,,sdv-id-AHfnOW,Angie Brown,+1-251-296-2277,,,,,Zalo,Susan Fox,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-TbyWYp,,Sữa Tươi Omo gần,,,1,19578,,,19578,19578
